user_id,register_time,install_date,channel,country,device_os,device_model,app_version,age_group,gender,is_new_user
U014009,2026-03-14 01:51:46,2026-03-14,facebook_ads,CN,Android,Samsung Galaxy A54,1.2.0,18-24,M,1
U014010,2026-03-14 12:57:44,2026-03-14,tiktok_ads,ID,Android,Google Pixel 8,1.2.0,18-24,M,1
U014011,2026-03-14 00:38:06,2026-03-14,organic,CN,Android,Samsung Galaxy S23,1.2.0,18-24,M,1
U014012,2026-03-14 12:17:23,2026-03-14,organic,ID,iOS,iPhone 12,1.2.0,18-24,F,1
U014013,2026-03-15 00:41:34,2026-03-14,google_ads,JP,iOS,iPhone 12,1.1.1,18-24,F,1
U014014,2026-03-14 00:03:19,2026-03-14,organic,JP,Android,Xiaomi 14,1.2.0,18-24,F,1
U014015,2026-03-14 00:32:24,2026-03-14,organic,CN,iOS,iPhone 11,1.2.0,18-24,M,1
U014016,2026-03-14 00:28:56,2026-03-14,organic,JP,iOS,iPhone 13,1.2.0,35-44,M,1
U014017,2026-03-14 00:52:20,2026-03-14,referral,CN,Android,vivo X100,1.2.1,25-34,M,1
U014018,2026-03-14 00:19:09,2026-03-14,app_store,BR,Android,vivo X100,1.2.1,25-34,F,1
U014019,2026-03-15 00:07:14,2026-03-14,organic,BR,Android,OPPO Reno11,1.1.1,25-34,M,1
U014020,2026-03-14 00:10:25,2026-03-14,organic,CN,Android,Samsung Galaxy A54,1.2.0,18-24,F,1
U014021,2026-03-14 01:51:11,2026-03-14,app_store,BR,iOS,iPhone 13,1.2.0,18-24,F,1
U014022,,2026-03-14,google_ads,BR,iOS,iPhone 13,1.2.0,25-34,F,1
U014023,2026-03-14 12:03:21,2026-03-14,organic,BR,Android,Google Pixel 8,1.2.1,55+,F,1
U014024,2026-03-14 12:25:57,2026-03-14,facebook_ads,CN,Android,Huawei Mate 60,1.2.0,18-24,M,1
U014025,2026-03-14 02:11:55,2026-03-14,organic,US,iOS,iPhone 15,1.2.0,18-24,M,1
U014026,2026-03-14 00:59:46,2026-03-14,facebook_ads,BR,Android,Redmi Note 13,1.2.0,45-54,M,1
U014027,2026-03-14 01:46:11,2026-03-14,organic,BR,Android,Xiaomi 14,1.2.0,18-24,M,1
U014028,2026-03-14 12:46:10,2026-03-14,organic,CN,Android,Huawei Mate 60,1.2.0,25-34,M,1
U014029,2026-03-14 00:52:43,2026-03-14,organic,ID,iOS,iPhone 12,1.2.1,18-24,M,1
U014030,2026-03-14 12:30:59,2026-03-14,tiktok_ads,ID,Android,vivo X100,1.2.0,25-34,F,1
U014031,,2026-03-14,organic,CN,Android,Samsung Galaxy A54,1.2.1,25-34,F,1
U014032,2026-03-14 00:01:22,2026-03-14,tiktok_ads,ID,Android,Huawei Mate 60,1.2.0,25-34,M,1
U014033,2026-03-14 02:52:36,2026-03-14,app_store,BR,Android,Redmi Note 13,1.2.0,35-44,F,1
U014034,2026-03-14 02:25:46,2026-03-14,app_store,US,iOS,iPhone 14,1.2.0,25-34,M,1
U014035,2026-03-14 12:56:56,2026-03-14,tiktok_ads,US,iOS,iPhone 13,1.2.0,18-24,F,1
U014036,2026-03-14 00:20:13,2026-03-14,tiktok_ads,ID,iOS,iPhone 13,1.1.1,25-34,M,1
U014037,2026-03-14 12:50:16,2026-03-14,tiktok_ads,CN,Android,Samsung Galaxy S23,1.2.0,25-34,F,1
U014038,,2026-03-14,organic,US,iOS,iPhone 13,1.2.0,18-24,M,1
U014039,2026-03-14 00:12:25,2026-03-14,tiktok_ads,ID,Android,OPPO Reno11,1.2.0,18-24,F,1
U014040,2026-03-14 01:25:54,2026-03-14,organic,ID,Android,Samsung Galaxy A54,1.2.0,18-24,F,1
U014041,,2026-03-14,app_store,CN,iOS,iPhone SE,1.2.0,25-34,M,1
U014042,2026-03-14 00:56:28,2026-03-14,organic,US,Android,Redmi Note 13,1.2.0,25-34,M,1
U014043,2026-03-14 00:56:49,2026-03-14,tiktok_ads,CN,iOS,iPhone SE,1.2.0,18-24,F,1
U014044,2026-03-14 02:14:40,2026-03-14,organic,CN,Android,Samsung Galaxy A54,1.2.0,18-24,M,1
U014045,2026-03-14 00:43:27,2026-03-14,referral,CN,Android,Xiaomi 14,1.2.0,45-54,F,1
U014046,2026-03-14 06:47:45,2026-03-14,tiktok_ads,US,iOS,iPhone 13,1.2.0,45-54,F,1
U014047,,2026-03-14,tiktok_ads,ID,iOS,iPhone 12,1.2.1,18-24,M,1
U014048,2026-03-14 00:20:49,2026-03-14,facebook_ads,BR,Android,Huawei Mate 60,1.1.1,25-34,M,1
U014049,,2026-03-14,google_ads,ID,Android,Redmi Note 13,1.2.1,35-44,M,1
U014050,2026-03-14 01:51:22,2026-03-14,referral,BR,Android,vivo X100,1.2.0,35-44,F,1
U014051,,2026-03-14,facebook_ads,ID,Android,Samsung Galaxy S23,1.2.1,25-34,F,1
U014052,2026-03-14 01:15:11,2026-03-14,organic,CN,Android,Redmi Note 13,1.2.0,25-34,M,1
U014053,2026-03-14 00:30:46,2026-03-14,facebook_ads,CN,Android,vivo X100,1.1.1,25-34,F,1
U014054,2026-03-14 06:33:11,2026-03-14,tiktok_ads,BR,Android,OPPO Reno11,1.2.0,45-54,F,1
U014055,2026-03-14 06:18:10,2026-03-14,tiktok_ads,BR,Android,OPPO Reno11,1.2.1,25-34,F,1
U014056,2026-03-14 00:46:57,2026-03-14,google_ads,JP,iOS,iPhone 13,1.2.0,25-34,F,1
U014057,2026-03-14 00:24:57,2026-03-14,referral,CN,Android,Samsung Galaxy A54,1.2.0,35-44,F,1
U014058,2026-03-14 12:36:50,2026-03-14,google_ads,CN,Android,Huawei Mate 60,1.2.1,18-24,M,1
U014059,2026-03-14 00:12:37,2026-03-14,app_store,CN,iOS,iPhone 13,1.1.1,35-44,M,1
U014060,,2026-03-14,tiktok_ads,BR,Android,vivo X100,1.2.1,18-24,M,1
U014061,2026-03-14 06:31:39,2026-03-14,organic,CN,Android,Samsung Galaxy A54,1.2.0,25-34,F,1
U014062,2026-03-14 02:19:49,2026-03-14,organic,US,iOS,iPhone 13,1.2.0,35-44,M,1
U014063,2026-03-14 01:16:57,2026-03-14,organic,CN,Android,Huawei Mate 60,1.2.1,25-34,F,1
U014064,2026-03-14 00:50:49,2026-03-14,organic,CN,Android,OPPO Reno11,1.1.1,18-24,F,1
U014065,2026-03-14 01:51:20,2026-03-14,google_ads,BR,Android,Samsung Galaxy S23,1.1.1,18-24,M,1
U014066,2026-03-14 02:15:45,2026-03-14,tiktok_ads,CN,iOS,iPhone 14,1.2.0,45-54,M,1
U014067,2026-03-14 06:50:25,2026-03-14,app_store,US,Android,Google Pixel 8,1.2.0,25-34,M,1
U014068,2026-03-14 01:23:36,2026-03-14,app_store,US,Android,Redmi Note 13,1.2.0,25-34,F,1
U014069,,2026-03-14,tiktok_ads,BR,Android,Xiaomi 14,1.2.0,45-54,F,1
U014070,2026-03-14 12:07:43,2026-03-14,organic,BR,Android,Xiaomi 14,1.2.0,18-24,F,1
U014071,,2026-03-14,referral,CN,Android,Redmi Note 13,1.2.0,25-34,M,1
U014072,2026-03-14 00:45:56,2026-03-14,google_ads,US,Android,Samsung Galaxy A54,1.1.1,18-24,M,1
U014073,2026-03-14 00:03:43,2026-03-14,facebook_ads,US,iOS,iPhone 12,1.2.1,25-34,M,1
U014074,2026-03-14 00:36:45,2026-03-14,facebook_ads,ID,Android,vivo X100,1.2.0,25-34,F,1
U014075,2026-03-14 00:31:49,2026-03-14,app_store,JP,iOS,iPhone 12,1.2.0,25-34,M,1
U014076,2026-03-14 01:36:19,2026-03-14,organic,CN,iOS,iPhone 13,1.2.0,25-34,M,1
U014077,2026-03-14 00:38:28,2026-03-14,google_ads,JP,Android,Redmi Note 13,1.2.0,25-34,M,1
U014078,2026-03-14 01:17:54,2026-03-14,app_store,CN,iOS,iPhone 12,1.2.1,35-44,M,1
U014079,2026-03-14 00:17:01,2026-03-14,google_ads,BR,Android,Samsung Galaxy A54,1.2.0,25-34,F,1
U014080,2026-03-14 00:33:09,2026-03-14,facebook_ads,BR,iOS,iPhone 13,1.2.0,18-24,M,1
U014081,,2026-03-14,google_ads,CN,Android,Xiaomi 14,1.2.0,18-24,F,1
U014082,2026-03-15 00:44:09,2026-03-14,google_ads,CN,iOS,iPhone 15,1.1.1,25-34,F,1
U014083,,2026-03-14,tiktok_ads,ID,Android,Samsung Galaxy A54,1.2.0,18-24,F,1
U014084,2026-03-14 06:20:18,2026-03-14,app_store,US,Android,Huawei Mate 60,1.2.1,55+,F,1
U014085,2026-03-14 00:23:03,2026-03-14,google_ads,JP,Android,Xiaomi 14,1.2.0,35-44,M,1
U014086,2026-03-14 01:19:12,2026-03-14,tiktok_ads,BR,iOS,iPhone 14,1.2.1,25-34,M,1
U014087,2026-03-14 00:46:58,2026-03-14,facebook_ads,ID,Android,vivo X100,1.2.0,25-34,F,1
U014088,2026-03-14 00:42:28,2026-03-14,organic,US,iOS,iPhone 13,1.2.1,35-44,F,1
U014089,2026-03-14 00:33:51,2026-03-14,google_ads,US,Android,Redmi Note 13,1.2.0,45-54,M,1
U014090,2026-03-14 02:07:49,2026-03-14,tiktok_ads,JP,iOS,iPhone 15,1.2.1,25-34,M,1
U014091,2026-03-14 12:32:36,2026-03-14,google_ads,JP,iOS,iPhone 13,1.2.0,18-24,M,1
U014092,2026-03-14 00:12:46,2026-03-14,organic,US,iOS,iPhone 13,1.2.0,18-24,M,1
U014093,2026-03-14 00:44:14,2026-03-14,tiktok_ads,JP,iOS,iPhone 15,1.2.0,25-34,M,1
U014094,2026-03-14 01:16:47,2026-03-14,organic,BR,Android,Redmi Note 13,1.2.1,18-24,F,1
U014095,2026-03-15 00:46:17,2026-03-14,google_ads,US,iOS,iPhone 15,1.2.0,18-24,M,1
U014096,,2026-03-14,referral,JP,iOS,iPhone 11,1.2.0,18-24,F,1
U014097,2026-03-14 00:34:21,2026-03-14,google_ads,BR,Android,Xiaomi 14,1.2.0,25-34,M,1
U014098,2026-03-14 00:06:00,2026-03-14,google_ads,US,iOS,iPhone 11,1.1.1,35-44,M,1
U014099,,2026-03-14,google_ads,CN,Android,Xiaomi 14,1.2.1,25-34,M,1
U014100,2026-03-14 00:09:02,2026-03-14,tiktok_ads,BR,Android,vivo X100,1.2.0,25-34,M,1
U014101,2026-03-14 00:55:14,2026-03-14,app_store,JP,iOS,iPhone SE,1.2.0,25-34,F,1
U014102,,2026-03-14,facebook_ads,BR,Android,OPPO Reno11,1.2.0,45-54,F,1
U014103,,2026-03-14,facebook_ads,US,Android,vivo X100,1.2.1,18-24,M,1
U014104,,2026-03-14,app_store,CN,Android,OPPO Reno11,1.2.0,35-44,M,1
U014105,2026-03-14 02:51:16,2026-03-14,tiktok_ads,CN,Android,Huawei Mate 60,1.2.0,25-34,F,1
U014106,2026-03-14 06:49:28,2026-03-14,organic,BR,Android,Redmi Note 13,1.2.0,25-34,F,1
U014107,2026-03-14 00:21:17,2026-03-14,organic,CN,Android,Redmi Note 13,1.2.0,18-24,M,1
U014108,2026-03-14 02:03:28,2026-03-14,app_store,US,iOS,iPhone 11,1.2.0,18-24,M,1
U014109,2026-03-14 00:35:09,2026-03-14,facebook_ads,BR,Android,Samsung Galaxy A54,1.2.0,18-24,M,1
U014110,2026-03-14 00:13:41,2026-03-14,app_store,JP,Android,Samsung Galaxy A54,1.2.1,45-54,F,1
U014111,,2026-03-14,facebook_ads,BR,Android,vivo X100,1.2.1,25-34,F,1
U014112,2026-03-14 00:41:07,2026-03-14,app_store,CN,Android,OPPO Reno11,1.2.1,18-24,F,1
U014113,,2026-03-14,referral,CN,Android,Redmi Note 13,1.2.0,18-24,M,1
U014114,2026-03-14 12:11:30,2026-03-14,app_store,US,iOS,iPhone SE,1.2.1,25-34,Unknown,1
U014115,2026-03-14 00:33:16,2026-03-14,app_store,CN,Android,Google Pixel 8,1.2.0,18-24,M,1
U014116,2026-03-14 12:19:14,2026-03-14,organic,US,iOS,iPhone 13,1.2.0,35-44,F,1
U014117,2026-03-14 06:25:22,2026-03-14,google_ads,US,Android,Huawei Mate 60,1.2.1,35-44,F,1
U014118,2026-03-15 00:57:49,2026-03-14,organic,CN,Android,Samsung Galaxy S23,1.2.1,35-44,M,1
U014119,2026-03-14 02:26:36,2026-03-14,facebook_ads,ID,Android,Xiaomi 14,1.2.0,35-44,M,1
U014120,2026-03-14 00:15:41,2026-03-14,tiktok_ads,BR,Android,Samsung Galaxy A54,1.2.0,18-24,F,1
U014121,2026-03-14 01:24:20,2026-03-14,organic,BR,Android,Redmi Note 13,1.2.1,18-24,M,1
U014122,2026-03-14 00:59:44,2026-03-14,tiktok_ads,US,Android,Redmi Note 13,1.2.0,45-54,M,1
U014123,2026-03-14 01:41:25,2026-03-14,app_store,CN,iOS,iPhone 15,1.1.1,35-44,F,1
U014124,2026-03-14 06:12:30,2026-03-14,facebook_ads,US,iOS,iPhone 15,1.2.0,18-24,M,1
U014125,2026-03-14 02:33:12,2026-03-14,organic,BR,iOS,iPhone 11,1.2.0,25-34,M,1
U014126,2026-03-14 02:14:47,2026-03-14,organic,CN,Android,Google Pixel 8,1.2.1,18-24,M,1
U014127,2026-03-14 02:33:44,2026-03-14,referral,CN,iOS,iPhone 14,1.2.0,18-24,F,1
U014128,2026-03-14 00:48:11,2026-03-14,app_store,BR,Android,Samsung Galaxy S23,1.2.0,25-34,F,1
U014129,2026-03-14 00:15:49,2026-03-14,organic,JP,Android,Redmi Note 13,1.2.0,25-34,M,1
U014130,,2026-03-14,tiktok_ads,JP,iOS,iPhone 13,1.2.0,25-34,M,1
U014131,2026-03-15 12:59:42,2026-03-15,facebook_ads,BR,Android,Google Pixel 8,1.2.1,45-54,F,1
U014132,2026-03-15 12:45:31,2026-03-15,google_ads,US,iOS,iPhone 15,1.2.0,25-34,M,1
U014133,2026-03-15 00:18:07,2026-03-15,organic,JP,Android,Google Pixel 8,1.2.0,18-24,F,1
U014134,2026-03-15 02:38:12,2026-03-15,google_ads,ID,Android,Google Pixel 8,1.2.0,25-34,M,1
U014135,2026-03-15 00:12:07,2026-03-15,google_ads,US,iOS,iPhone 11,1.2.0,25-34,F,1
U014136,2026-03-15 00:10:31,2026-03-15,google_ads,US,Android,Huawei Mate 60,1.2.1,25-34,F,1
U014137,,2026-03-15,app_store,JP,Android,Xiaomi 14,1.2.0,25-34,F,1
U014138,2026-03-15 06:09:04,2026-03-15,app_store,US,iOS,iPhone 14,1.2.0,25-34,F,1
U014139,,2026-03-15,tiktok_ads,BR,Android,OPPO Reno11,1.1.1,25-34,F,1
U014140,2026-03-15 01:35:55,2026-03-15,referral,JP,Android,Huawei Mate 60,1.2.0,18-24,F,1
U014141,2026-03-15 06:59:36,2026-03-15,google_ads,BR,Android,Samsung Galaxy S23,1.2.0,18-24,F,1
U014142,,2026-03-15,google_ads,BR,Android,vivo X100,1.2.0,25-34,M,1
U014143,2026-03-15 00:20:32,2026-03-15,facebook_ads,JP,Android,Samsung Galaxy S23,1.2.0,25-34,M,1
U014144,2026-03-15 06:10:25,2026-03-15,tiktok_ads,CN,iOS,iPhone 15,1.2.0,18-24,F,1
U014145,,2026-03-15,google_ads,ID,iOS,iPhone 14,1.2.0,35-44,M,1
U014146,2026-03-17 00:29:01,2026-03-15,google_ads,JP,iOS,iPhone 11,1.2.0,18-24,M,1
U014147,2026-03-15 00:50:03,2026-03-15,tiktok_ads,JP,iOS,iPhone 14,1.2.1,18-24,M,1
U014148,,2026-03-15,app_store,BR,Android,Redmi Note 13,1.2.0,35-44,M,1
U014149,2026-03-15 06:40:56,2026-03-15,referral,CN,iOS,iPhone 11,1.2.1,18-24,M,1
U014150,2026-03-15 06:17:57,2026-03-15,facebook_ads,JP,iOS,iPhone 11,1.2.0,25-34,F,1
U014151,2026-03-15 12:12:21,2026-03-15,organic,US,iOS,iPhone 14,1.2.1,25-34,M,1
U014152,2026-03-16 00:37:44,2026-03-15,organic,CN,Android,Samsung Galaxy A54,1.2.0,25-34,F,1
U014153,,2026-03-15,tiktok_ads,US,Android,Redmi Note 13,1.2.0,18-24,M,1
U014154,2026-03-15 00:10:37,2026-03-15,app_store,US,Android,Google Pixel 8,1.2.0,35-44,F,1
U014155,,2026-03-15,tiktok_ads,CN,iOS,iPhone 14,1.2.0,25-34,M,1
U014156,,2026-03-15,google_ads,BR,Android,vivo X100,1.1.1,18-24,M,1
U014157,2026-03-15 01:45:53,2026-03-15,referral,CN,Android,Google Pixel 8,1.2.1,18-24,M,1
U014158,2026-03-15 00:02:01,2026-03-15,app_store,CN,iOS,iPhone 13,1.1.1,35-44,F,1
U014159,2026-03-15 06:59:50,2026-03-15,facebook_ads,BR,Android,Redmi Note 13,1.1.1,18-24,F,1
U014160,2026-03-15 01:40:51,2026-03-15,facebook_ads,BR,Android,Redmi Note 13,1.2.0,18-24,M,1
U014161,,2026-03-15,tiktok_ads,ID,iOS,iPhone 14,1.2.0,18-24,F,1
U014162,,2026-03-15,tiktok_ads,BR,Android,Xiaomi 14,1.2.0,45-54,M,1
U014163,2026-03-15 01:44:31,2026-03-15,google_ads,JP,Android,Google Pixel 8,1.2.0,35-44,F,1
U014164,2026-03-15 12:43:12,2026-03-15,referral,US,iOS,iPhone 15,1.2.0,25-34,F,1
U014165,2026-03-15 00:11:35,2026-03-15,app_store,CN,Android,Samsung Galaxy S23,1.2.0,25-34,F,1
U014166,,2026-03-15,google_ads,BR,Android,OPPO Reno11,1.2.0,18-24,F,1
U014167,2026-03-15 00:42:41,2026-03-15,organic,CN,iOS,iPhone 14,1.2.0,18-24,M,1
U014168,2026-03-15 00:01:14,2026-03-15,facebook_ads,JP,iOS,iPhone 15,1.2.0,25-34,F,1
U014169,2026-03-15 01:12:20,2026-03-15,app_store,CN,Android,Google Pixel 8,1.2.0,18-24,F,1
U014170,2026-03-15 00:25:34,2026-03-15,organic,CN,iOS,iPhone 14,1.1.1,25-34,F,1
U014171,2026-03-15 01:21:00,2026-03-15,app_store,ID,Android,Redmi Note 13,1.2.0,18-24,F,1
U014172,2026-03-15 00:23:45,2026-03-15,referral,JP,iOS,iPhone 12,1.2.0,18-24,M,1
U014173,2026-03-15 06:24:35,2026-03-15,google_ads,CN,Android,Samsung Galaxy A54,1.2.0,45-54,F,1
U014174,2026-03-15 02:31:48,2026-03-15,tiktok_ads,BR,Android,Google Pixel 8,1.2.0,18-24,F,1
U014175,2026-03-15 01:06:35,2026-03-15,app_store,ID,Android,Huawei Mate 60,1.2.0,35-44,M,1
U014176,2026-03-15 00:56:27,2026-03-15,organic,CN,Android,Samsung Galaxy S23,1.2.0,25-34,M,1
U014177,2026-03-15 00:45:37,2026-03-15,organic,BR,Android,OPPO Reno11,1.2.0,25-34,F,1
U014178,2026-03-15 00:32:40,2026-03-15,app_store,US,iOS,iPhone 15,1.1.1,18-24,M,1
U014179,2026-03-16 00:44:35,2026-03-15,tiktok_ads,CN,Android,Samsung Galaxy A54,1.2.0,35-44,M,1
U014180,2026-03-15 06:30:42,2026-03-15,google_ads,ID,iOS,iPhone 11,1.2.0,25-34,F,1
U014181,2026-03-15 02:06:52,2026-03-15,tiktok_ads,US,Android,Redmi Note 13,1.2.0,45-54,F,1
U014182,,2026-03-15,tiktok_ads,US,Android,Redmi Note 13,1.1.1,25-34,M,1
U014183,2026-03-15 02:16:42,2026-03-15,tiktok_ads,ID,Android,Xiaomi 14,1.2.0,25-34,M,1
U014184,2026-03-15 00:25:03,2026-03-15,facebook_ads,US,iOS,iPhone SE,1.1.1,18-24,M,1
U014185,2026-03-15 01:31:07,2026-03-15,google_ads,JP,Android,Samsung Galaxy A54,1.1.1,18-24,F,1
U014186,2026-03-15 02:04:32,2026-03-15,organic,CN,Android,Samsung Galaxy A54,1.2.0,25-34,F,1
U014187,,2026-03-15,organic,JP,Android,Redmi Note 13,1.2.0,18-24,M,1
U014188,2026-03-15 00:47:06,2026-03-15,organic,US,iOS,iPhone 15,1.2.1,25-34,F,1
U014189,,2026-03-15,google_ads,CN,Android,OPPO Reno11,1.2.0,18-24,F,1
U014190,2026-03-15 12:24:09,2026-03-15,google_ads,JP,Android,Xiaomi 14,1.1.1,18-24,F,1
U014191,2026-03-15 01:07:15,2026-03-15,app_store,BR,iOS,iPhone 15,1.1.1,35-44,F,1
U014192,2026-03-15 00:55:26,2026-03-15,referral,US,iOS,iPhone 13,1.1.1,18-24,M,1
U014193,2026-03-15 01:22:25,2026-03-15,app_store,JP,iOS,iPhone 13,1.2.0,55+,F,1
U014194,2026-03-15 00:15:04,2026-03-15,facebook_ads,BR,Android,Samsung Galaxy S23,1.2.1,18-24,M,1
U014195,,2026-03-15,app_store,JP,iOS,iPhone 14,1.2.0,35-44,M,1
U014196,,2026-03-15,google_ads,US,iOS,iPhone SE,1.2.0,35-44,F,1
U014197,,2026-03-15,tiktok_ads,ID,Android,Google Pixel 8,1.2.0,35-44,F,1
U014198,2026-03-15 01:29:42,2026-03-15,organic,CN,Android,Huawei Mate 60,1.2.0,18-24,F,1
U014199,2026-03-15 12:59:18,2026-03-15,facebook_ads,ID,Android,Redmi Note 13,1.2.0,18-24,F,1
U014200,2026-03-15 00:32:14,2026-03-15,app_store,US,iOS,iPhone 11,1.2.0,45-54,M,1
U014201,2026-03-15 00:06:42,2026-03-15,organic,JP,iOS,iPhone 12,1.2.0,18-24,F,1
U014202,2026-03-15 01:31:27,2026-03-15,organic,CN,Android,Redmi Note 13,1.2.0,45-54,F,1
U014203,2026-03-15 00:48:42,2026-03-15,google_ads,CN,Android,Xiaomi 14,1.2.0,45-54,F,1
U014204,2026-03-15 00:26:14,2026-03-15,app_store,CN,Android,Samsung Galaxy A54,1.1.1,18-24,Unknown,1
U014205,,2026-03-15,google_ads,US,iOS,iPhone 12,1.2.0,35-44,F,1
U014206,,2026-03-15,google_ads,US,iOS,iPhone SE,1.2.0,25-34,F,1
U014207,2026-03-15 00:34:02,2026-03-15,app_store,ID,Android,Redmi Note 13,1.2.0,45-54,F,1
U014208,2026-03-15 00:46:38,2026-03-15,organic,US,Android,Huawei Mate 60,1.2.0,25-34,M,1
U014209,,2026-03-15,facebook_ads,ID,Android,Google Pixel 8,1.2.0,25-34,F,1
U014210,2026-03-15 12:22:46,2026-03-15,organic,JP,iOS,iPhone 12,1.2.0,45-54,F,1
U014211,2026-03-15 00:53:46,2026-03-15,app_store,US,Android,Samsung Galaxy A54,1.2.0,18-24,M,1
U014212,,2026-03-15,app_store,US,iOS,iPhone 13,1.1.1,18-24,M,1
U014213,2026-03-15 00:01:31,2026-03-15,organic,ID,Android,Samsung Galaxy A54,1.2.0,18-24,M,1
U014214,2026-03-15 02:11:25,2026-03-15,facebook_ads,ID,Android,Google Pixel 8,1.2.0,35-44,M,1
U014215,2026-03-16 00:52:15,2026-03-15,organic,CN,iOS,iPhone 14,1.2.0,35-44,M,1
U014216,2026-03-15 00:35:11,2026-03-15,app_store,CN,Android,Google Pixel 8,1.2.0,25-34,F,1
U014217,2026-03-15 06:57:56,2026-03-15,organic,CN,Android,Samsung Galaxy A54,1.1.1,25-34,F,1
U014218,2026-03-15 00:47:26,2026-03-15,organic,JP,Android,OPPO Reno11,1.2.1,45-54,M,1
U014219,2026-03-15 02:58:16,2026-03-15,tiktok_ads,ID,Android,OPPO Reno11,1.2.0,25-34,F,1
U014220,2026-03-15 00:45:14,2026-03-15,organic,ID,Android,vivo X100,1.2.0,25-34,M,1
U014221,2026-03-15 00:56:43,2026-03-15,tiktok_ads,ID,Android,Xiaomi 14,1.2.0,18-24,F,1
U014222,2026-03-15 00:11:42,2026-03-15,organic,JP,Android,Huawei Mate 60,1.2.0,25-34,F,1
U014223,,2026-03-15,google_ads,CN,Android,Xiaomi 14,1.2.0,18-24,M,1
U014224,2026-03-15 00:12:15,2026-03-15,google_ads,BR,iOS,iPhone SE,1.2.0,18-24,M,1
U014225,2026-03-15 00:56:40,2026-03-15,organic,ID,Android,Xiaomi 14,1.1.1,25-34,M,1
U014226,2026-03-15 00:26:04,2026-03-15,google_ads,US,Android,Samsung Galaxy S23,1.2.1,18-24,M,1
U014227,,2026-03-15,organic,CN,Android,Samsung Galaxy A54,1.2.0,18-24,M,1
U014228,2026-03-15 12:01:25,2026-03-15,app_store,CN,Android,Huawei Mate 60,1.1.1,18-24,M,1
U014229,2026-03-15 00:13:42,2026-03-15,app_store,ID,Android,OPPO Reno11,1.2.0,25-34,F,1
U014230,2026-03-15 00:05:50,2026-03-15,tiktok_ads,BR,Android,Redmi Note 13,1.2.1,18-24,M,1
U014231,,2026-03-15,organic,CN,iOS,iPhone 14,1.2.0,18-24,F,1
U014232,2026-03-15 00:31:25,2026-03-15,app_store,US,Android,Samsung Galaxy A54,1.2.1,18-24,M,1
U014233,2026-03-16 00:13:50,2026-03-15,organic,US,iOS,iPhone 14,1.2.1,18-24,M,1
U014234,2026-03-15 00:41:34,2026-03-15,facebook_ads,BR,Android,vivo X100,1.2.1,45-54,F,1
U014235,2026-03-15 01:19:21,2026-03-15,google_ads,ID,iOS,iPhone 12,1.2.0,18-24,F,1
U014236,2026-03-15 02:09:39,2026-03-15,google_ads,JP,Android,Samsung Galaxy S23,1.2.0,25-34,F,1
U014237,2026-03-15 00:43:33,2026-03-15,facebook_ads,CN,Android,OPPO Reno11,1.2.0,18-24,F,1
U014238,2026-03-15 00:48:26,2026-03-15,app_store,CN,iOS,iPhone 15,1.2.0,25-34,M,1
U014239,2026-03-15 00:52:48,2026-03-15,google_ads,ID,iOS,iPhone 13,1.2.0,55+,M,1
U014240,2026-03-15 12:25:19,2026-03-15,organic,US,iOS,iPhone SE,1.1.1,25-34,F,1
U014241,2026-03-15 00:17:32,2026-03-15,organic,CN,Android,OPPO Reno11,1.2.1,35-44,Unknown,1
U014242,2026-03-15 12:13:22,2026-03-15,google_ads,US,iOS,iPhone 12,1.2.0,55+,M,1
U014243,,2026-03-15,app_store,US,iOS,iPhone 15,1.2.1,25-34,M,1
U014244,2026-03-15 01:53:23,2026-03-15,google_ads,ID,Android,vivo X100,1.2.0,18-24,Unknown,1
U014245,2026-03-15 00:27:47,2026-03-15,tiktok_ads,BR,Android,Huawei Mate 60,1.2.0,25-34,F,1
U014246,2026-03-15 01:39:12,2026-03-15,organic,BR,iOS,iPhone SE,1.2.0,35-44,F,1
U014247,2026-03-15 00:14:14,2026-03-15,google_ads,US,Android,Redmi Note 13,1.1.1,55+,F,1
U014248,2026-03-15 06:44:05,2026-03-15,referral,JP,iOS,iPhone 13,1.1.1,25-34,F,1
U014249,2026-03-15 02:30:42,2026-03-15,organic,US,Android,Xiaomi 14,1.1.1,35-44,M,1
U014250,2026-03-15 00:12:13,2026-03-15,tiktok_ads,US,Android,Redmi Note 13,1.2.0,18-24,F,1
U014251,2026-03-15 00:48:36,2026-03-15,google_ads,BR,Android,Google Pixel 8,1.2.0,25-34,M,1
U014252,2026-03-15 02:52:52,2026-03-15,google_ads,US,Android,Redmi Note 13,1.2.0,25-34,F,1
U014253,2026-03-16 00:23:34,2026-03-15,tiktok_ads,BR,Android,Samsung Galaxy A54,1.2.1,25-34,M,1
U014254,2026-03-15 02:58:54,2026-03-15,organic,US,iOS,iPhone 13,1.2.1,25-34,M,1
U014255,2026-03-15 00:03:10,2026-03-15,tiktok_ads,ID,Android,Xiaomi 14,1.2.0,18-24,M,1
U014256,2026-03-15 12:04:20,2026-03-15,organic,CN,iOS,iPhone 13,1.1.1,18-24,M,1
U014257,2026-03-15 01:21:57,2026-03-15,app_store,BR,Android,OPPO Reno11,1.2.1,35-44,M,1
U014258,2026-03-15 01:11:23,2026-03-15,organic,CN,Android,Redmi Note 13,1.2.0,18-24,F,1
U014259,2026-03-15 00:51:23,2026-03-15,organic,BR,Android,Redmi Note 13,1.2.1,25-34,M,1
